nama_hotel,nama_pelanggan,rating,ulasan,,,
XYZ,Je Je,5,"Terbaik ...   Layanan nya
Gak bisa di Ungkapkan dengan kata2

Best HOTEL

Wifi super kenceng ......

Tidak ada kendala Apapun dari Bagian Apap pun

Best pelayanan ...
Semua karyawan nya Rajin banget Nyapa.

Mau FO,security, hosuekeeping Dll ....",,,
XYZ,Udin Badut clown,4,"Petugas ramah, ballroom luar biasa besar dan nyaman taman di depan loby tertata rapih dan bersih. Lobby nya nyaman dan luas dengan 4 sofa panjang dan beberapa kursi serta dihiasi plafon yang tinggi berhias 8 bunga dengan bulatan di dengan dindingnya lebih tepat di sebut lingkaran tabung dengan susunan bata yang ngga rapet jadi ada celah celah sinar masuk seperti tumpukan batu bata yang sengaja di renggangkan, cukup artistik.

Hotel bintang 4 ini dekat dengan stasiun tanah tinggi, berlokasi di jalan yang tak pernah macet di tengahnya, Jl. Benteng Betawi. Sedangkan di ujung jalan arah terminal Poris hampir setiap sore macet.

Hotel mudah sekali terlihat dari jalan benteng Betawi arah barat letaknya di sebelah kiri, namun di ruas jalan arah timur sulit untuk membedakan mana hotel allium dan bangunan lainnya. Karena terhalang pohon sebagai separasi kedua ruas jalan

Oke segini aja dulu ya. Nanti kalau kesempatan nginep di sini saya ulas lebih detail, lantaran kali ini hanya dapat kesempatan untuk janjian dengan client di resto hotel. Jadi tidak terlalu banyak yang bisa saya review thank you . . .",,,
XYZ,Ichsan B,5,"Suka sekali stay di dprima Tangerang, saya stay di kamar 318,kamarnya bersih, fasilitas lumayan lengkap,staf2nya Sangat ramah,dan terimakasih untuk Kak Yovi sudah membersihkan kamar sayağ???, recommended bgt buat temen ajak anak untuk stay di hotel ini",,,
XYZ,ademadon adon,5,Hotel berbintang yg letaknya cukup strategis d daerah tanggerang. Dgn harga yg bersaing pelayanan cukup memuaskan. Ruangan luas dgn lobby yg luas pula. Rasa makanan d resto nya standar tetapi banyak tempat kuliner d sekitar hotel.dekat dgn minimart. Akses jalan yg mudah dan terletak d salah satu jalur utama jakarta tanggerang.dekat dengan dgn stasiun kereta. Parkir luas dan dekat dgn Mall.ada akses utk penyandang disabilitas.ada mini bar.,,,
XYZ,handis ridho,5,"Reservasi di sini via Traveloka
Untuk parkiran luas, resepsionis ramah dan efektif
Dapat kamar sesuai dengan permintaan, non smoking room
Kamar bersih, breakfast banyak pilihan
Untuk yang suka berenang, di sini juga ada kolam anak dan dewasa. Lengkap",,,
XYZ,Om Dev Latuny,5,"Awalnya begitu tiba tdk terlalu berkesan baik walau bentuk bangunannya cukup bagus'
Teteapi begitu masuk portal security sdh menyambut dgn hospitality lanjut ke arah liby dan melewati security checking dgn ramahnya security kedua greeting...masuklah dlm loby 'wow' itu yg pertama bisa sya bilang, lanjut proses check in sdh tdk diragukan lagi FO yg cekatan dan full of smile tdk berapa lama kita sekeluarga beserta barang bawaan turun dr mobil dan disambut kembali oleh concierge sambil menata barang bawaan kita utk dibawa ke lt.3....hilang sdh kesan kotor dan tdk terawat diluar' lanjut keesokan harinya saat breakfast amaze lagi dgn sambutan hangat setiap crew yg kita temui dan lagi F&B yg sangat berkelas...semua corner tersedia layaknya bintang 5'
Over all we're so Satisfied....",,,
XYZ,Rintina Indrawati,5,"Kamar bersih, hotel nyaman, kolam renang bersih, ada kolam anak dan dewasa yang terpisah..",,,
XYZ,Nugroho Wuri Sayekti,5,"Pernah buat acara seru di Hotel Allium, seminar gila CMCK, luas dan tinggi banget,sayangnya peredamnya kurang sehingga suara menggema. Pelayanan keren, karyawan sangat kooperatif dan siap membantu.",,,
XYZ,Shaiful Jihad,4,"Sempat bermalam disini. Mungkin lagi rame tamu. Parkiran penuh. Security dengan ramah memandu kendaraan buat parkir yang pas. Masuk ke lobby, cukup ramai oleh pengunjung.keluarga-kelihatan sangat nyaman. Remaja2 yang mungkin lagi beracara kelihatan sangat menikmati suasana. Restorannya cukup representatif. Kamar juga berasa nyaman dengan fasilitas lengkap. Berharap dapat menginap lagi di hotel ini",,,
XYZ,Lutfia Amalia,4,"Hotelnya bagus nyaman, tetapi airnya agak asin, dan untuk kopi nya hanya tersedia untuk satu orang saja",,,
XYZ,Sahat Nbh01,3,"Hotel bintang 4, kwalitas bintang 3, : 1. keadaan cat kamar kotor
2. Dinding kamar mandi teramat kotor.
3. Pintu kamar mandi shower ngak ada sehingga cipratan air menjadi becek ke luar.
4. Makanan sarapan pagi ngak berasa/ngak enak.",,,
XYZ,Meuthia Irwan,1,"saya dari travel agent.hotel bintang 4,namun ngga siap utk event. dari tgl 20 booking 16 kamar dan hari ini sampai jam check in mereka ngga ada kejelasan kamar untuk tamu2 saya gimana. dan dijam 4 sore  sales baru menawarkan kami untuk pindah hotel. dari pagi nelpon ke hotel,ke reservasi, dan smuanya sama2 tidak membantu. sedangkan dari tgl 21 saya menghubungi 3 sales yg berbeda untuk minta kejelasan dan invoice pembayaran semuanya beralasan sedang off. akhirnya tamu2 saya harus sy carikan hotel lain di jam 5 sore saat mereka sudah kecapekan seharian kerja. very bad",,,
XYZ,Oki - Radityo AP,3,"Meeting di salah ruang rapat yang cukup besar. Sayang sekali peredamnya kurang, sehingga suara menjadi menggema dan kurang enak didengar, malah kadang tidak jelas. Sepertinya terlalu irit penataan tata suaranya. Sebaiknya pihak manajemen hotel segera memperbaiki tata suara yang ada.",,,
XYZ,Isdwi Rahmarto,5,"Hotel bintang 3 yang saya rekomendasikan di kota Tangerang..Lokasinya dekat dengan stasiun Batu Ceper dan terminal Poris Plawad. Hanya perlu waktu 15-20 menit jalan kaki dari stasiun dan terminal tersebut..
Kamar ukurannya standar..Wifi kencang..Pilihan tv kabelnya beragam..
Breakfastnya enak dan beragam. Ada mesin pembuat kopi yang mengolah dari biji kopi secara langsung..Tersedia rest room di dalam restoran..
Kolam renangnya ada 2, berukuran 0,6 m untuk anak2 &1,3 m untuk yang dewasa.. Fitness center juga tersedia..
Di sekitar hotel ada minimarket waralaba dan  warung makan..",,,
XYZ,indra adriana,3,"ada beberapa part yg mesti di garis bawahi kalau menginap disini, uang deposit ikhlasin aja buat tips , reception mempersilahkan saya check out tanpa mengembalikan uang deposit entah dia lupa atau sengaja , harusnya lebih apik lagi, di kamar saya nginap pegangan pintunya sudah lepas dan rusak , maintanance nya sayang gak apik.",,,
XYZ,mahmud pratowo (Mr.Mahmud),5,"Bimtek Penggunaan ARKAS untuk Dinas Pendidikan Kabupaten/Kota Regional II Tangerang.
Panitia: Dirjenpauddikdasmen Kemendikbud ristek RI",,,
XYZ,Nans to,5,rekomendasi untuk staycation ataupun transit saja yg ingin ke soetta dekat cuma kolam renang tidak besar staff nya ramah banget siap melayani tp setelah ganti nama d prima fasilitas kulkas di hilangkan apakah turun bintang? sisanya lumayan bagus,,,
XYZ,Azizah Azahra,5,"Nah... Kemarin2  itu nyari hotel dikisaran Cipondoh untuk tgl itu, susah bgt! Apalagi deket ama Christmas. Tp dapet diskon nya lumayan buanget. Pas keluarga Dari batam datang. Semoga pandemic ini cepat berlalu Deh.. Biar kolam renang n tempat fitness nya bisa dipakai. Kasihan Kalo bawa anak2 gk ada hiburan. But.. Thank you allium",,,
XYZ,Manji lala,5,"Layanan hotelnya bagus, fasilitas di dalam kamar juga cukup lengkap, ada air kemasan, pemanas air, kopi, teh, gula, cremer. Akses WiFi juga sangat cepat.

Di sekitar hotel saya bisa menjumpai banyak penjual makanan, seperti nasi padang, bakso, bebek goreng, dll, Alfa Midi juga cukup dekat dari hotel

Hanya saja jalanan menuju ke hotel ini kurang nyaman",,,
XYZ,Kusuma Santi,4,"Kamar bersih, fasilitas hotel memadahi, minus pada menu resto, tempat sarapan n makannya,dan yg paling parah adalah lift nya.... Cuma 2 ruang dan lamaaa....klo untuk acara2 yg melibatkan banyak orang bakalan antri berlama-lama...",,,
XYZ,Catur Diaz,5,Lumayan bagus,,,
XYZ,Benyamin PoEh,4,Cukup lumayan utk resepsi. Kerja karyawan cukup cekatan. Hanya ruangannya kurang luas utk pesta yg dihadiri orang banyak. Tidak leluasa bergerai utk pilih makanan yg disukai.,,,
XYZ,NATHAN,5,"Hotel Allium Tangerang ini termasuk salah satu hotel dengan kualitas dan pelayanan yang prima.

Keamanannya pun termasuk bagus, custumer service juga ramah.

Nah, yang menarik, pada saat kemarin ada kegiatan di sana, kepala keaman hotel mengatakan, bahwa sistem evakuasi kebakaran dan bencana di hotel ini termasuk GOOD, mereka juga rutin dua kali â? setahun melakukan latihan evakuasi ini. Salut!

Soal harga, rasanya berbanding ya dengan kualitas yang ditawarkan.

Monggo, silakan reservasi hotel di Hotel Allium Tangerang. Cus!",,,
XYZ,Rakha Azka Juniandra,5,"Pertama datang kesana lobbynya bagus, pelayanannya baik, ramah2 dan sangat membantu..
Anak2 juga suka berenang disana..
Sarapannya juga enak..
Terimakasih..",,,
XYZ,Aril I,5,"Berenang di poolnya at novotel Tangerang asik banget dan juga makan di sixthsense sangat top banget,, pelayanan dari team sixthsense vivi sangat-sangat ramah dan gesit sekali makasih ya ka vivi untuk pelayanannya",,,
XYZ,didik,5,"Hotelnya cukup tenang, pelayanan ramah, akses transportasi umum bisa dg kereta api. Kalau pakai Raillink malah dapat diskon. Untuk menu sarapan tidak terlalu banyak varian, tapi rasanya cukup enak.",,,
XYZ,Gunta Akhiri,5,Nyaman... makanan enak... service ramah... lokasi mudah dijangkau..,,,
XYZ,Gina Novita,5,"kamar nyaman , breakfast cukup bervariasi dan enak ğ??? all staff ramah :)
Tapi securty bagian metal detector  ga sopan gue nginep disitu karna rumah gue mati lampu  pas awal tahun baru ..
pakean gue santai karna emang deket dari rumah ke hotel .. karna anak pada ga bisa kalo ga pake ac makanya mutusin nginep .. ehhh sikap nya kurang sopan ..  begtu mau masuk ke lobby dan harus lewatin metal detector nya di cegat dan ditanya mau ngapain hanya karna kesitu naik motor ..",,,
XYZ,Agus Triyono,5,"Fasilitas sesuai dengan harga, dekat dengan bandara, banyak warung makan didepan hotel, termasuk mini market. Tidur disini karena karantina mau berangkat umroh.",,,
XYZ,Anita Permata Sari,5,"First time ke dprima hotel acara sharing time with ustad hanan attaki,, interior lobbynya mewah...rate per kamarnya jg msh affordable.. Cocok buat staycation keluarga...",,,
XYZ,koemiskoecing,4,"Bagus hanya saja bangunan di luar terlihat agak usang tidak seperti gambar pada maps. Fasilitas lengkap mulai dari kolam renang anak dan dewasa, fitness center, halaman parkir luar ataupun ground. Keamanan baik, pelayanan baik.",,,
XYZ,Erwin Hidayat,4,"Kami datang tidak untuk menginap, melainkan menghadiri pernikahan kerabat di salah satu ball room. Bagunan hotelnya bagus. Pintu masuk dan keluar bersebelahan. Tas dan barang bawaan diperiksa petugas agar lebih aman.

Lobinya luas. Ada resto Paris-Lyon yang nyaman buat makan atau sekedar ngobrol bareng teman dan keluarga. Terdapat pusat kebugaran dan kolam renang.",,,
XYZ,Khaira Hannan,5,"Kamarnya harum bersih, sarapan enak. Mantap",,,
XYZ,s' darsono,5,"Lokasi yg mudah di jangkau deket dg in/out toll, pelayanan front bawah sangat ramah dan juga tersedia ballroom u acara2 besar mantap deh pokoknya ...",,,
XYZ,LIANA SARI,5,"Saya. Pernah menginap disini selama 2 hari boking kamar 4 saya suka tempatnya, pelayananya ramah2 walau kami suka berisik di dalam kamar dan pelayannya sabar2. Menolong kami untuk buka pintu kamar kami yg kuncinya tertinggal didalam kamar, klu nginap disana enak dan betah deh..",,,
XYZ,Erie Meilany,5,Hotel nyaman & bersihâ?¦ breakfast jg enak dan byk variantâ?¦,,,
XYZ,Anto,3,"Tempatnya strategis mau kemana mana mudah. Di sekitar hotel jg banyak toko dan warung makan yg enak2.
Kebersihan baik tp luas kamar kurang untuk standar hotel bintang 4.
Kalau petugasnya sih sangat ramah dan care terhadap tamu. Mereka tak segan untuk membantu. Tp sayangnya petugas resepsionis kurang sehingga pelayanan lambat. Bahkan mau check out saja hrs nunggu lama dan nyari2. Sangat fatal bagi tamu yg buru2.",,,
XYZ,Djoko Setiawan,5,"Kamar terjaga bersih, rapi, dan tenang. Fitur seperti safe deposit box dan kulkas juga tersedia. Staf juga responsif dan ramah. Variasi menu sarapan pun menarik.",,,
XYZ,danny sanjaya,5,"di tangerang dapet kamar dan fasilitas seperti ini sih cukup okee bgtt.
Cuma 400an",,,
XYZ,Chatarina Ratriyani,5,"menginap semalam di sini dan nyaman bersih ... kamar dingin, cukup luas, kamar mandi bersih, lengkap dg air hangat, sabun dan teman""nya ...
pelayanan ramah sangat membantu ,.. recommended banget ğ??ğ??ğ??
terimakasih ğ??",,,
XYZ,Fadhia Chairunnisa,5,"Pernah stay dihotel dprima tangerang untuk kerjaan fullboard (4 days) dan dibantu staff disana thanks untuk Pak Irul Putra benar-benar good service membantu saya, good attitude, buffet nya enak, kamar 516 yang selalu bersih dan wangi. thankyouu dprima hotel will be back here.",,,
XYZ,Welly Chan,4,"Ke hotel ini dalam rangka mengikuti acara Joybiz anniversary di sini. Sepertinya tempatnya nyaman, tapi karena waktu acara ada begitu banyak orang jadi terasa semrawut.",,,
XYZ,Saifur Rahman,4,"Hotel pilihan yg cukup baik, cukup dekat dengan Bandara Internasional Sukarno Hatta. Informasi dr abang sopir online, hotel ini menawarkan jasa hantaran dari Hotel ke Bandara SoeTa free melalui salah satu aplikasi Taksi Online, bisa diklarifikasi kebenarannya di FO. Lumayan juga kan..",,,
XYZ,lilih nurlailah,4,"Pemandangannya bagus pelayanannya juga cukup baik, mungkin saran saja makanannya lebih ditingkatkan lagi soalnya saya sempet nyoba menu tahu kecapnya keras bangetğ?¤?ğ?¤? semoga ketika berkunjung lain kali bisa ngasih bintang 5",,,
XYZ,magnum filter,5,"Sangat nyaman, strategis",,,
XYZ,richa soeli,4,"Ruang kamar bagus, bersih, dan rapi
Hanya saja untuk menu sarapan cukup terbatas, saya lumayan sering kesini dulu bersama keluarga, dan ini pertama kalinya datang dengan suami, untuk keseluruhan perfect lah",,,
XYZ,Shinta R,3,"Hotel kurang perawatan, kami dapat kamar yang ac dan lemari pendingin tidak dingin dan tempat shower yang tersumbat jadi banjir setiap kita mandi. Tapi pelayanan staff baik dan ramah, sekitae hotel mudah mencari makan dan minimarket.",,,
XYZ,e. hardiyanto,3,"Menghadap jalur kereta yg cukup sibuk jakarta - tangerang membuat terompet kerea lewat hampir dipastikan setengah jam sekali selain deru gemuruh bantalan dilindas besi yang merayap.

sebelum masuk kamar sempat keliling melihat kolan renang yang kurang nyaman karena terletak out door di areal parkir terpisah dari bangunan hotel namun menyatu dengan ruang fitness. Bahkan setelah ditanya untuk handuk justeru minta di resepsionis",,,
XYZ,Nurbaisa Harahap,5,"Kamarnya luas tapi kalau hujan ada yg bocor atau mungkin itu hanya di kamar yg ini saja,
Pelayanan nya bagus sopan dan ramahÂ²
Lokasi bagus",,,
XYZ,Anzarine Licka,1,"18/05/2017. Recently happened!
Saya ada acara di Ballroom, dan dpt ruang tunggu di Sidney. Saya beli konsumsi Jpops untuk dancer. Lalu semua dancer turun ke ballroom untuk isi acara meninggalkan makanan dan lampu ruangan menyala. Setelah dancer kembali ke ruangan, lampu ruang Sidney mati dan Jpops untuk konsumsi dancer HILANG 1 BOX !!

Sy langsung usut Cctv, and you know what...
Jpops saya diambil sama petugas Banquette, namanya EGI. Alasannya.. karena Jpopsnya disemutin. Jadi dia ambil dan dia buang.

1. Hotel sekelas apa sihh?? Koq bisa""nya ada semut??
2. Dancer turun ke ballroom untuk perform ga lebih dr stngah jam., semutnya sebanyak apa?
3. Ga ada bekas semut di karpet samasekali padahal masih ada makanan / cemilan lain berserakan di karpet.
4. Setelah dia buang itu Jpops , ga ada lporan apa pun ke pihak pengguna ruangan Sidney kalau makan itu sdh dibuang.
5. Selama perjalanan saya mengisi acara di hotel berpuluh"" kali, ga pernah ada makanan saya yg disemutin dan dibuang gitu aja tanpa izin.
6. Atasan si EGI pun berkata alasannya ga make sense. Namun, namanya atasan berusaha menutupi kelurangan bawahannya.
7.  Si EGI ini malah bohong bilang dancer bawa"" makan jpops itu keluar ruangan. FAILED! Dancer sama sekali ga ada yg makan sambil jalan keluar ruangan.
8. Hanya Jpops yg diangkut, tp sampah lain/bekas makanan lain YANG GA ADA SEMUTNYA ga diangkat.

sepele karena Jpops??
Ga juga,.
ATTITUDE !!
I'm a disappointed customer who will never recommend this hotel because there are thiefs in it.",,,
XYZ,marcellus channel,4,Parkiran cukup luas. Mudah ditemukan karena di jalan raya sejalur dengan stasiun kereta. Pelayanan baik. Makanan yang agak kurang. Imho,,,
XYZ,mauku salahmu,2,"Free gula kopi teh dikit,reservasi pesanan kamar tidak sesuai dengan yang di sampaikan reception. Smoking area trbatas,pool dan basement tdk bisa",,,
XYZ,Lalan Ruslan,5,"Kamar nya cukup bersih , kamar mandi nya juga bersih",,,
XYZ,Dwi Hayanti,4,"Hotel ini sudah siap perangi plastik, tuk ruang meeting dah tidak menggunakan botol2 plastik diganti dengan botol cantik yg siang diisi kapan saja tuk menanbah minuman di gelas yg tak kalah cantiknya, seandainya itu diberlakukan di kamar2 akan menambah point sendiri",,,
XYZ,Lutfi Lutfi,5,"Hall full carpet. Luas. Catering enak. Saya suka supnya, salad buah, dan puding. Kamar mandi banyak, minusnya, kurang ekstra bersihnya/wanginya, mungkin karna gak ada petugas khusus yg stand by di toilet.",,,
XYZ,Joko Aprianto,3,"Saya ke hotel ini untuk mengikuti seminar. Jadi saya hanya bisa menilai apa yg saya lihat lewat seminar ini.
Menurut saya, ini hotel yg standar. Tidak ada kesan wah. Lampu ruangan seminar sangat redup sehingga saya tidak bisa melihat dengan jelas wajah si pembicara.
Dekorasi ruangan pun tidak rapi. Jika saya melihat plafon ruangan, terlihat dengan jelas, seperti apa standar di hotel ini.",,,
XYZ,agung Jusuf,5,"Hotelnya bagus, desain eksterior dan interiornya keren. Bersih, rapi, cozy, pelayanan lumayan baik, kamar lumayan, cukup mengesankan",,,
XYZ,Efita_ Arshaka1919,5,"terimakasih dprima hotel,suka sekali stay dsni,hotel yg strategil dan staff semua nya ramah,terutama dari housekeeping kak yovi terimaksih banyak sudah membantu membersihkan kamar saya,kamar nya sangat bersih dan makanannya lumayan enak2 ğ???ğ???",,,
XYZ,Bonnix Maulana,5,Kopinya enak banget. Belum pernah nginep disini jd anggap 4 stars dulu,,,
XYZ,Imbuh Official,4,"Hotel Alium pernah sekali mampir,, cukup bersih dan nyaman sepertinya..tegapi karena terletak di daerah panas jadj bagian luar hotel kelihayan ahak gersang,, rerapi saya haki  pasti on progress pembenahan serelah bebeeapa pekan tutup karena Vopid..",,,
XYZ,Bang Jek,5,Kamar nyaman. Lokasi strategis Deket stasiun ke arah bandara. Kolam renang ada. Dan makanannya pun enak2. Mantap,,,
XYZ,Miftahul Iman,4,"Hotel yang tidak jauh dari stasiun Kereta Batu Ceper dan Tanah Tinggi, jika dari bandara bisa menaiki kereta bandara tujuan stasiun Kereta Bandara yang berada di Batu Ceper, lanjut menaiki angkot, memiliki basement untuk parkir dan didepan hotel juga tersedia, makanannya cukup enak dan pelayanan staff hotel sangat membantu kita",,,
XYZ,Merv Blanc,4,"Rating 1-5

Lokasi : 3
Harga : 4
Fasilitas : 4
Service : 4
Parkir : 5
Suasana indoor : 5
Akses : 4

Resume :
Hotel bintang 4 di daerah Tangerang Kota yang cukup bergengsi. Hanya saja, jarak untuk ke pusat kota ataupun tempat hiburan sedikit jauh. Kurang menyenangkan untuk dijadikan tempat berakhir pekan atau berlibur bersama keluarga, tetapi cukup recommended untuk perjalanan bisnis ataupun sebagai akomodasi corporate",,,
XYZ,Dedi Ariyanto,3,Kalo dr lokasi bandara..dibilang deket banget jg gak.. jauh jg gak.. bintang 4.. trkhr stay waktu mlm thn baru 2018.. kamar bersih..ok dan dingin.. hospitalitynya lumayan.. dari menu sarapan cukup lengkappp.. tapiiii.. rasanyaaaa... kuraangg... gk thu knp.. wktu makan malam d malam thun baru jg.. rasa makanannya kurang sedappp.. ahh sayang skaleee.. sarapannn juga.. ada beberapa menu sarapan yg sprtinya sisa dr menu makan malam tahun baru.. kayaknya chef2 nya hrs d cek deh.. krna rasa kurang ok.. kolam renang ok.. dan gym nya jg..,,,
XYZ,Ahmad Hamid,5,"Salah satu hotel yg ada di Kota Tangerang dgn harga yg terjangkau bagi para eksekutif..
Biasa dijadikan tempat rapat dari instansi2 yang ada di Peov. Banten maupun dari luar Banten.
Ada Wifi gratis  makan gratis.. tempat parkir gratis... harga berkisar antara 500-an hingga 700-an Rupiah per malam.
Ada tempat parkur di basement.. loby hotel yg nyaman",,,
XYZ,Yung Aulia Warastiti,3,"Tempatnya bagus ,makanannya enak ,kamarnya nyaman ,cuma satu waktu itu saya sempat menginap bersama kawan , jam setengah dua malam ada yg mencoba membuka pintu ,ketika saya tanya jawabannya dia dari house keeping yg mau mastiin ada orang atau tidak , saya tanya kenapa tengah malam dia bilang tidak kenapa kenapa ,saya karena takut tidak berani utk mengintip ,saya coba telp front office saat itu tidak dijawab,kami coba tanya besok paginya di front office,mereka cuma bilang mungkin salah kamar aja hmmm, reaksinya ga seperti yang diharapkan",,,
XYZ,Ardi Pratama,5,"tempat transit terfavorit, pegawainya ramah, menu sarapan enak. fasilitas lengkap.",,,
XYZ,Marchel H,5,"Dapat kamar yang bersih, rapi dan AC dingin. nyaman sih disini, tapi harga memang middle karena *4 kali ya. ga bs dibilang murah, ga bs dibilang overprice. masuk middle sih. klo ga promo baru masuk kategori mahal sih.",,,
XYZ,Siti Sri Nurleni,5,"Hotel yang bagus, belum pernah nginap. Tapi, beberapa kali ikut acara di hotel ini. Pelayanan ramah, makanan so-so lah.. Keamanan terjaga, insyaallah. Parkiran luas. Tapi kalo ada acara akbar, parkiran motornya agak kurang sih, kalo cuma daily biasa mah kondusifbsaja",,,
XYZ,Miink Namanya,3,"Mungkin untuk akses poin wifi supaya rutin di ""mantenance"", karena di beberapa kamar ada yang low signal, pemeriksaan signal bisa dilakukan sampai bagian kamar terdalam.
Untuk yang lain, is good. Terutama masakannya, pengalaman selama beberapa minggu tinggal disini.",,,
XYZ,Mutiara Islami,5,"Pernah kesini karena salah satu temen ngadain pesta ulang tahun disini dan graduate sekolah saya disini juga. Cukup gede tempatnya. Worth it kok buat ngadain pesta ulang tahun, wedding dan wisuda. Fasilitas lengkap dan tidak mengecewakan. Kalau kamar hotelnya ga tau yaa karena belum pernah juga hehe",,,
XYZ,Ferri Salim,5,"Bagi para wisatawan yang ingin menjelajahi kota Tangerang, Allium Tangerang Hotel adalah pilihan yang sempurna. Pusat kota Tangerang terletak hanya sekitar 4.6 km dan Bandara Udara Internasional Soekarno Hatta dapat ditempuh dalam waktu 45 menit. Dengan lokasinya yang strategis, hotel ini menawarkan akses mudah ke destinasi yang wajib dikunjungi di kota Tangerang.Â Allium Tangerang Hotel memiliki 157 kamar tidur dan menawarkan pelayanan sempurna dan segala fasilitas penting untuk memanjakan para wisatawan dengan menyediakan sejumlah pelayanan yang memberikan kenyamanan seperti televisi layar datar, akses internet WiFi (gratis), kamar bebas asap rokok, AC, meja tulis. Hotel ini menawarkan fasilitas fantastis, termasuk pusat kebugaran, lapangan golf (berjarak 3 km), kolam renang (luar ruangan), kolam renang anak, dan fasilitas lainnya. #AlliumTangerangHotel #HotelTangerang",,,
XYZ,Ricky Priambodo,1,"Sangat tidak memuaskan booking jauh jauh hari minta no smoking 1  bed dikash kamar 2 ranjang dan kamar smoking,mengecewakan",,,
XYZ,agus afree,5,Cukup strategis dkt stasiun ka,,,
XYZ,Abde Aziiz Aziiz,5,"Makasih mbak yg bawain tas2 aku nganterin nyampe d dpn kamar,,, mbaknya Ramah banget lupa nanya namanya, rambutnya disemir....
2 malam disitu gk kerasa... tq bgt y mbakğ??",,,
XYZ,Mujiono SN,1,Saat sweb antigen di stasiun Pasar Senen pada tgl 19 Nov 3021. Saya bertanya berapa lama hasil sweb masuk pada aplikasi peduli lindungi. Petugas menjawabnya 15 menit. Namun saya tunggu sudah 12 jam belum juga masuk ke aplikasi peduli lindungi.,,,
XYZ,Max Angelo,5,Hotel Terbaik â¤ï¸,,,
XYZ,Rama Dhanur,5,"Kamar 501, bersih, nyaman, lokasi strategis, hanya saat hujan deras air hujan masuk dari sela kaca-dinding jadi sedikit basah ke lantai kamar. Petugas sangat ramah",,,
XYZ,Timo Ardante (Uncle Timo),4,"Sedih dapet room nya yang menghadap genteng ğ??, tp pelayanan ramah, breakfast standar masakan indonesia,  eropa, ada kolam renang tp tdk terlalu besar,  tempat gymnya jg tdk besar, lift nya harus pakai kartu",,,
XYZ,Yanwar Putra,4,Kamarnya sempit kalo bawa2 anak kecil..,,,
XYZ,Syafwan Ahmad,4,"Hotel dengan fasilitas lengkap, termasuk ada ruang luas yang bisa digunakan utk berbagai keperluan semisal konferensi, seminar, pertunjukan, pameran dsb. Kamar nyaman dan bersih. Pelayanan juga ramah dan cepat...............Yang menarik, lobby hotelnya yang bundar terkesan futuristik, lega, nyaman dan luas. Pengunjung yang baru datang bisa relax sejenak menikmati suasana ini.............. Bila Anda ke Tangerang,  hotel ini layak dijadikan pilihan.",,,
XYZ,Angga Arshavin,4,"Hotel allium lokasinya cukup strategis.
Dekat dengan terminal bus Poris & Stasiun kereta Batu ceper.
Selain untuk menginap, tersedia juga ballroom untuk acara resepsi pernikahan, pesta2 dan acara2 lainnya. Ada juga tempat meeting di lantai 2.
Hotel allium juga sbg homebase dan tempat kopdar klub mobil BRV (Invernity) chapter Banten.",,,
XYZ,Wilda Auliah,5,"Bagus untuk pelayanannya, recommended untuk yang nyari hotel dekat stasiun batu ceper . Stafnya ramah2 terutama satpamnya ramah banget pas kita datang sama pulang, saran kalu mau pesen lebih baik lewat aplikasi travel krna banyak diskonnya ğ??? .",,,
XYZ,Wahab Affan,5,"Untuk tempat lumayan strategis, deket stasiun batu ceper yang mau kebandara juga deket.. Aksesnya ok, kamarnya enak, menu makanannya juga ok..",,,
XYZ,Nurul Rahmayati,5,"Saya sangat suka dengan hotel nya , arsitekturnya yang kelihatan mewah sekali, resepsionis nya sangat ramah dan cepat sekali saat check in.. pokoknya buat saya , saya senang sekali menginap di d'prima",,,
XYZ,Deasyana Kusuma Pratiwi,5,"Posisi strategis. Dekat st.tanah tinggi dan batu ceper, terminal poris. Kamar standar. Makanan lumayan. Pelayanan ok. Wifi kenceng. Suasana di dalam hotel ga terlalu rame, nyaman..",,,
XYZ,Age 25,5,"Hotel yg letaknya sangat strategis dekat dengan terminal bus dan stasiun kereta. Kamar hotelnya sangat bersih, pelayanannya good, menu breakfastnya enak dan variatif.",,,
XYZ,arrofi albar,5,"Sangat senang bisa menginap disini, sarapan pagi yang enak suasana yang nyaman dan staff nya yang ramah2.. mau cari makan juga cukup jalan kaki sktr 50 meter kedepan ada sate kambing dkk, nasi goreng dkk, jus buah dkk, tongseng dkk. Dll dan indomaret juga ada.. pokoknya cukup memuaskan stay di hotel ini. Good choice",,,
XYZ,heri suliyanti,5,"Kamarnya bagus, lengkap banget, pelayanannya baik dan ramah, sarapannya juga enak enak semua. Di Pusat kota, dekat stasiun. Recomended banget pokoknya untuk staycation. ğ??ğ??ğ??",,,
XYZ,Muhamad Nuralamsyah,5,"Sepadan banget stay disini, cocok buat yang mau atau dari bandara karena deket banget. Dan terima kasih juga buat excellent service dari Mas Yoga",,,
XYZ,Nomad's World,4,"Hotel di Tangerang yang dekat dengan bandara, mall Tangerang city dan kantor imigrasi untuk pembuatan passport",,,
XYZ,Donie Irawan,5,"Sangat terjangkau jika mw kluar langsung ke jalan raya.jarak dri hotel ke bandara internasional juga dekat Mw ke pusat perbelanjaan juga dekat ada mall balaikota.ada juga metropolis dan tangerang city.mw berenang juga ada di morderland,ada stasiun kereta dan terminal bus yg cukup menempuh jarak sekitar 5 menit untuk sampai di lokasi..",,,
